,Row,Column,Plane,Timepoint,Field,Object No,X,Y,Bounding Box,Position X [µm],Position Y [µm],coloc AR - Relative Spot  Intensity,coloc AR - Corrected Spot  Intensity,coloc AR - Uncorrected Spot  Peak Intensity,coloc AR - Spot Contrast,coloc AR - Spot Background Intensity,coloc AR - Spot Area [px²],coloc AR - Region Intensity,coloc AR - Spot To Region Intensity,coloc AR - Object No in Clustered Nuclei w/o Border Round Selected,coloc AR - Object No in Spots AR,predicted_clc
5007,5,8,9,13,11,6,1577,1767,"[1571,1762,1583,1776]",-572.34,-424.62,0.113312,96.7805,1068,0.170203,757.324,124,911.661,0.936866,15,51,1
5016,5,8,6,3,10,7,444,857,"[438,850,448,866]",-416.89,32.65,0.0687738,76.2046,1304,0.116514,1031.84,107,938.125,1.18113,5,137,1
5179,5,8,8,12,11,5,1587,1778,"[1583,1775,1594,1783]",-570.58,-426.19,0.090153,64.711,874,0.144668,653.08,67,796.137,0.901592,13,100,1
5220,5,8,6,22,9,2,640,1717,"[635,1711,649,1723]",-710.54,-94.23,0.132827,204.353,2104,0.223917,1334.14,137,622.594,2.47111,9,31,1
5238,5,8,7,5,8,1,923,290,"[918,286,929,295]",-668.91,439.5,0.0413002,53.3728,1417,0.0670417,1238.94,86,911.672,1.41752,1,29,1
5239,5,8,7,5,8,2,932,288,"[928,284,936,294]",-667.67,439.75,0.0436092,53.5232,1399,0.0875248,1173.81,71,911.672,1.34625,1,30,1
5254,5,8,4,2,11,5,252,1496,"[251,1495,253,1498]",-768.04,-384.49,0.0673552,62.6465,1366,0.223223,867.444,11,687.019,1.35381,3,110,1
5264,5,8,7,7,3,4,939,1469,"[933,1462,948,1476]",-343.49,588.21,0.0844064,79.4868,1093,0.118028,862.229,137,689.106,1.36658,3,56,1
5279,5,8,5,35,11,3,1328,1598,"[1324,1592,1333,1602]",-609.14,-399.4,0.0873841,57.9627,800,0.13851,605.346,68,478.931,1.38498,15,38,1
5290,5,8,8,5,8,3,929,289,"[917,284,936,296]",-668.46,439.57,0.0852817,138.479,1883,0.11807,1485.3,180,1193.51,1.36051,1,24,1
5389,5,8,8,8,11,3,1655,1780,"[1650,1774,1662,1787]",-560.64,-426.47,0.1124,76.8855,848,0.165514,607.152,108,950.562,0.719613,6,52,1
5464,5,8,7,51,3,1,2025,1383,"[2020,1378,2030,1391]",-183.2,600.7,0.109462824729,66.3191085823,759,0.169004703826,539.540540541,114,501.284294133,1.20861486429,6,10,1
5549,5,8,6,23,11,3,1488,1764,"[1482,1756,1493,1772]",-585.55,-424.01,0.114341,65.9866,721,0.170341,511.119,142,400.619,1.44053,19,91,1
5618,5,8,8,1,10,2,1011,276,"[1006,270,1018,288]",-332.98,118.16,0.0716555,173.695,2823,0.112878,2250.33,176,2162.46,1.12096,1,11,1
5705,5,8,4,1,10,1,1042,280,"[1038,277,1045,290]",-328.54,117.58,0.0992468,150.711,1905,0.164127,1367.84,80,1283.45,1.18318,1,39,1
5708,5,8,4,1,10,4,431,776,"[427,773,437,783]",-418.63,44.54,0.036202,52.5586,1686,0.0929397,1399.26,76,1050.69,1.38177,3,112,1
5752,5,8,9,26,11,3,1428,1716,"[1424,1710,1433,1727]",-594.29,-417.29,0.118278,117.941,1302,0.19383,879.214,135,628.334,1.58698,16,31,1
5832,5,8,9,17,9,1,1048,483,"[1040,475,1056,493]",-650.46,88.04,0.250908989414,209.022731216,1237,0.329364786699,624.039215686,226,612.408818559,1.36030364302,1,1,1
5853,5,8,9,4,8,4,931,293,"[926,289,936,299]",-667.73,438.94,0.0695421,133.79,2202,0.103185,1790.08,75,1367.43,1.40692,1,31,1
5884,5,8,6,4,8,1,930,293,"[925,289,937,299]",-667.68,438.97,0.066782,51.5955,922,0.122337,721.0,89,572.838,1.34872,3,26,1
5944,5,8,6,1,8,1,1706,1166,"[1702,1161,1710,1171]",-553.18,310.13,0.0368994,57.623,1715,0.0655483,1504.0,61,1178.4,1.3252,4,115,1
5959,5,8,5,1,10,2,1042,281,"[1037,277,1045,290]",-328.58,117.55,0.0837852,165.626,2372,0.134069,1811.17,82,1666.57,1.18614,1,25,1
5982,5,8,6,6,8,3,920,281,"[916,278,924,287]",-669.35,440.68,0.0583764,60.1383,1188,0.100997,970.043,55,703.224,1.46494,2,33,1
6005,5,8,5,6,8,1,923,281,"[917,276,929,286]",-668.96,440.86,0.0916938,71.4526,934,0.137776,707.8,95,541.234,1.43977,3,16,1
6048,5,8,4,16,6,1,251,1495,"[250,1494,253,1497]",200.58,261.47,0.161495814363,53.3151515152,783,0.477611940299,276.818181818,15,270.06391868,1.22242665717,10,21,1
6088,5,8,7,24,11,4,1472,1745,"[1467,1737,1480,1751]",-587.54,-421.22,0.131095,94.1039,873,0.166547,623.725,152,481.157,1.49188,17,80,1
6090,5,8,9,6,8,1,921,282,"[915,275,930,289]",-669.01,440.71,0.0947346,200.428,2538,0.13984,1915.26,171,1504.5,1.40624,1,18,1
6108,5,8,7,6,11,1,258,1447,"[253,1441,264,1453]",-767.07,-377.26,0.0561465,64.9592,1300,0.0869565,1092.0,98,907.451,1.27496,4,63,1
6119,5,8,9,25,11,3,1448,1724,"[1444,1721,1455,1735]",-591.02,-418.56,0.0706887,63.3006,1115,0.145243,832.184,99,553.111,1.619,16,57,1
6120,5,8,9,25,11,4,1434,1736,"[1430,1733,1446,1741]",-592.88,-419.96,0.0541326,49.7065,1186,0.154522,868.529,89,553.111,1.66013,16,59,1
6141,5,8,8,13,11,6,1577,1767,"[1571,1762,1583,1782]",-572.32,-424.8,0.115012,90.4382,1028,0.192643,695.902,147,870.849,0.902958,15,69,1
6158,5,8,7,22,11,3,1477,1791,"[1472,1785,1483,1801]",-587.05,-428.32,0.105735,100.886,1156,0.150675,853.256,148,567.434,1.6815,16,68,1
6180,5,8,9,41,4,1,1379,898,"[1370,889,1387,906]",44.2,672.66,0.0781668259327,76.7881692775,1131,0.110688578025,905.574468085,182,805.56495068,1.2194704307,2,1,1
6191,5,8,9,35,11,1,1333,1595,"[1324,1588,1337,1602]",-608.53,-399.2,0.103750149052,99.4380952381,1272,0.193805725012,859.0,105,667.453770771,1.43596176576,6,9,1
6192,5,8,6,49,9,1,261,580,"[256,575,266,589]",-766.7,73.55,0.0776839204849,51.5400974745,810,0.139305468438,611.918918919,122,540.700157398,1.22703684716,1,1,1
6347,5,8,7,18,11,2,1499,1859,"[1494,1854,1504,1865]",-583.84,-438.18,0.0709014,58.3214,964,0.115579,764.25,84,635.545,1.29428,16,86,1
6433,5,8,9,16,9,1,1076,482,"[1069,477,1081,490]",-646.51,88.06,0.176842218535,109.559649123,883,0.267791358888,509.973684211,135,606.063557358,1.02222502213,1,1,1
6437,5,8,5,14,11,1,1856,323,"[1854,322,1857,325]",-531.11,-211.24,0.202948,158.687,1715,0.466926,623.222,11,406.565,1.92321,3,22,1
6468,5,8,5,3,8,1,919,185,"[916,181,925,192]",-669.34,454.79,0.0392006,55.6768,1595,0.0778376,1364.63,62,1112.58,1.27659,1,4,1
6520,5,8,7,4,8,3,972,237,"[969,234,979,242]",-661.5,447.19,0.0715491,67.2842,1085,0.108213,873.107,69,767.745,1.22487,2,34,1
6521,5,8,7,4,8,4,930,292,"[925,289,933,297]",-668.03,439.1,0.0553969,59.5611,1260,0.107396,1015.61,53,767.745,1.40043,2,48,1
6543,5,8,9,10,11,4,1602,1809,"[1598,1805,1608,1816]",-568.55,-430.92,0.156396,111.575,921,0.209583,601.839,99,926.056,0.770379,9,70,1
6596,5,8,6,1,10,3,1041,284,"[1037,275,1045,289]",-328.53,117.74,0.0702598,164.025,2775,0.122225,2170.53,97,1991.16,1.17246,1,26,1
6677,5,8,9,22,9,2,640,1719,"[635,1713,648,1723]",-710.56,-94.36,0.171814,806.078,7774,0.333506,3885.49,108,785.198,5.97501,7,13,1
6722,5,8,9,8,11,5,1656,1780,"[1651,1775,1661,1786]",-560.62,-426.45,0.133091,107.933,1006,0.177273,703.034,91,1038.5,0.780899,6,42,1
6723,5,8,9,8,11,6,1671,1789,"[1666,1785,1676,1794]",-558.36,-427.83,0.0896803,64.8399,886,0.14754,658.172,81,1038.5,0.696205,6,43,1
6724,5,8,9,8,11,7,1669,1798,"[1665,1793,1674,1802]",-558.72,-428.99,0.0923632,72.7214,956,0.144485,714.621,76,1038.5,0.75815,6,45,1
6746,5,8,6,0,10,1,1056,243,"[1051,240,1061,248]",-326.31,123.46,0.0567559,87.0273,1738,0.0915943,1446.33,61,1220.42,1.25642,1,19,1
