,Row,Column,Plane,Timepoint,Field,Object No,X,Y,Bounding Box,Position X [µm],Position Y [µm],coloc AR - Relative Spot  Intensity,coloc AR - Corrected Spot  Intensity,coloc AR - Uncorrected Spot  Peak Intensity,coloc AR - Spot Contrast,coloc AR - Spot Background Intensity,coloc AR - Spot Area [px²],coloc AR - Region Intensity,coloc AR - Spot To Region Intensity,coloc AR - Object No in Clustered Nuclei w/o Border Round Selected,coloc AR - Object No in Spots AR,predicted_clc,cluster_id,cluster_size,nucleus_id
1361,4,6,7,51,1,1,1736,1372,"[1731,1366,1741,1378]",-225.85,-366.12,0.0837969134572,78.991005291,1142,0.138778882589,863.657142857,108,644.777993173,1.46197320338,8,7,1,40,6,17
1366,4,6,1,59,8,1,251,1540,"[250,1539,253,1542]",-445.27,-1682.66,0.171185361973,82.7615384615,991,0.424157505209,400.7,13,409.460150604,1.18072915703,10,31,1,0,23,0
1414,4,6,3,0,7,1,583,670,"[575,664,587,677]",-1365.16,-1554.15,0.083531,114.74,1650,0.134455,1258.89,115,1259.6,1.09053,1,16,1,0,23,0
1430,4,6,8,57,7,3,1130,1977,"[1126,1972,1134,1982]",-1284.17,-1747.13,0.0947664,77.8873,1163,0.219717,744.0,71,495.472,1.6588,24,22,1,0,23,0
1592,4,6,8,36,7,1,1032,2027,"[1027,2023,1040,2034]",-1298.46,-1754.84,0.0846664,68.9928,1066,0.176675,745.886,107,405.086,2.01162,6,13,1,0,23,0
1632,4,6,6,54,7,3,1119,1973,"[1114,1966,1128,1980]",-1285.62,-1746.74,0.10991,58.6877,679,0.176496,475.275,134,456.983,1.16845,17,33,1,0,23,0
1684,4,6,8,51,7,1,1110,1983,"[1103,1976,1119,1992]",-1287.03,-1748.32,0.280792152637,258.882264957,1370,0.347703002547,663.088888889,208,480.1419279,1.92020546483,12,10,1,60,8,22
1740,4,6,5,27,5,3,1945,1952,"[1943,1951,1947,1955]",-194.95,-1097.81,0.144019,78.9841,1001,0.361493,469.444,14,410.053,1.33746,8,13,1,0,23,0
1840,4,6,6,51,1,1,1736,1370,"[1731,1366,1741,1378]",-225.84,-366.09,0.0725837568488,65.84,1040,0.105647840532,841.25,100,666.854453627,1.36025184366,6,10,1,40,6,17
1886,4,6,3,42,9,1,1854,325,"[1853,324,1856,327]",760.35,-1503.08,0.235367463694,160.45,1865,0.563122053431,521.25,10,302.922515234,2.25041047039,1,5,1,0,23,0
1918,4,6,5,61,8,3,251,1540,"[250,1539,253,1541]",-445.35,-1682.61,0.15969,96.325,1061,0.353424,506.875,10,332.618,1.81349,11,28,1,0,23,0
1949,4,6,7,53,1,3,1745,1362,"[1741,1356,1751,1367]",-224.42,-364.61,0.0739441,69.7177,1144,0.134288,873.125,89,659.618,1.42938,8,9,1,40,6,17
2093,4,6,8,33,7,1,1027,2034,"[1021,2025,1034,2044]",-1299.44,-1755.7,0.154504,127.007,1096,0.223883,695.021,178,399.309,2.05862,5,9,1,0,23,0
2095,4,6,8,33,7,3,1035,2052,"[1027,2045,1041,2057]",-1298.27,-1758.29,0.12186,99.3712,1048,0.188151,716.086,116,399.309,2.04217,5,11,1,0,23,0
